,FX_ID,P4,REND1,REND2,SEXO,ESCOLARIDADE,P1A,P1B,P1C,RACA,RELIGIAO,REGIAO,COND,P2_1,P3_1
1025,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1026,45 A 54,Alguma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior incompleto,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1027,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Preta,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1028,25 A 34,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior incompleto,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1029,35 A 44,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Superior incompleto,Sim,Sim,Sim,Parda,Outras Evangélicas específicas,NORTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1030,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Branca,Outras Evangélicas específicas,SUL,INTERIOR,Reduzir a violência,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1031,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,4ª série (ou 5º ano),Não,Não,Não,Branca,Evangélica - Não sabe especificar,SUDESTE,CAPITAL,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1032,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Sim,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1033,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,2ª série,Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1034,25 A 34,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,FEM,Superior incompleto,Não,Não,Não,Branca,Evangélica - Não sabe especificar,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1035,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,2ª série,Não,Não,Não,Parda,Outros,SUDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1036,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Sim,Não,Não,Parda,Outros,NORDESTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1037,55 A 64,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,CAPITAL,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1038,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1039,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,2ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1040,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Superior completo,Sim,Sim,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1041,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Assembléia de Deus,CENTRO OESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1042,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,Outros,SUL,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1043,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Parda,Outros,NORDESTE,CAPITAL,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1044,45 A 54,Muita vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1045,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,2ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1046,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,FEM,Superior completo,Não,Não,Sim,Parda,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1047,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1048,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,Outras Evangélicas específicas,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1049,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1050,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Preservar os valores ligados à família,Não sabe/ Não respondeu
1051,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Sim,Sim,Sim,Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1052,16 E 17,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1053,25 A 34,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,FEM,2ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1054,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Não sabe/ Não respondeu
1055,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,4ª série (ou 5º ano),Não,Não,Sim,Branca,Católica Apostólica Romana,NORDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1056,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Sim,Branca,Outros,SUL,CAPITAL,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1057,65 E MAIS,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,4ª série (ou 5º ano),Não,Não,Não,Parda,Outros,SUDESTE,CAPITAL,Reduzir a violência,Não sabe/ Não respondeu
1058,55 A 64,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Outros,Sim,Sim,Não,Parda,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1059,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,3ª série,Não,Não,Não,Outros,Outros,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1060,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Superior incompleto,Não,Não,Sim,Branca,Outros,SUL,CAPITAL,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1061,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1062,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1063,65 E MAIS,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1064,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1065,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,PERIFERIA,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1066,45 A 54,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Branca,Outros,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1067,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Outros,SUL,PERIFERIA,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1068,18 A 24,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 10 A 20,MAS,3ª série,Sim,Sim,Sim,Branca,Outros,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1069,18 A 24,Nenhuma vontade,ATÉ 1,NÃO RESPONDEU,FEM,3ª série,Não,Não,Não,Branca,Outros,NORTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1070,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Sim,Sim,Sim,Outros,Outros,NORDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1071,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Superior completo,Não,Não,Não,Branca,Outros,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1072,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUL,INTERIOR,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1073,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,NORTE,INTERIOR,Defender a igualdade entre homens e mulheres,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1074,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1075,45 A 54,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Branca,Evangélica - Não sabe especificar,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1076,45 A 54,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,3ª série,Sim,Sim,Sim,Parda,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1077,45 A 54,Alguma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1078,65 E MAIS,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,MAS,Outros,Sim,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1079,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Branca,Assembléia de Deus,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1080,65 E MAIS,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1081,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,3ª série,Não,Não,Não,Preta,Outras Evangélicas específicas,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1082,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1083,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Sim,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1084,55 A 64,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Sim,Não,Sim,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1085,65 E MAIS,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1086,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,MAS,Superior incompleto,Não,Não,Não,Parda,Outros,CENTRO OESTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1087,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1088,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1089,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1090,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,8ª série (ou 9º ano),Não,Não,Não,Preta,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1091,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1092,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 5 A 10,FEM,Superior completo,Sim,Sim,Sim,Branca,Evangélica - Não sabe especificar,CENTRO OESTE,CAPITAL,Ampliar os espaços de participação política da população,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
